Disease,disease_encoded,symptoms_text,symptoms_clean,symptom_count
Shigellosis (Bacillary Dysentery),13,"nausea, vomiting, stomach cramps, headache, fatigue, muscle aches, chills, joint pain",nausea vomiting stomach cramp headache fatigue muscle ache chill joint pain,8
Roseola,10,"rash, sore throat, headache, cough, diarrhea, vomiting, loss of appetite, chills",rash sore throat headache cough diarrhea vomiting loss appetite chill,8
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, diarrhea, vomiting, fatigue, dehydration, muscle aches, body aches, feverish, general discomfort, chills",fever abdominal pain cramp diarrhea vomiting fatigue dehydration muscle ache body ache feverish general discomfort chill,11
Shigellosis (Bacillary Dysentery),13,"fever, diarrhea, vomiting, bloody stools, stomach cramps, dehydration, loss of appetite, muscle aches, body aches, rashes",fever diarrhea vomiting bloody stool stomach cramp dehydration loss appetite muscle ache body ache rash,10
Shigellosis (Bacillary Dysentery),13,"abdominal pain or cramps, nausea, vomiting, bloody stools, fatigue, dehydration, loss of appetite, muscle aches, body aches, feverish, rashes, general discomfort, chills, joint pain",abdominal pain cramp nausea vomiting bloody stool fatigue dehydration loss appetite muscle ache body ache feverish rash general discomfort chill joint pain,14
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, diarrhea, nausea, bloody stools, headache, dehydration, loss of appetite, body aches, chills, joint pain",fever abdominal pain cramp diarrhea nausea bloody stool headache dehydration loss appetite body ache chill joint pain,11
Roseola,10,"high fever, runny nose, irritability, fatigue, swollen lymph nodes, red eyes, diarrhea, loss of appetite, chills",high fever runny nose irritability fatigue swollen lymph node red eye diarrhea loss appetite chill,9
Roseola,10,"runny nose, rash, fatigue, swollen lymph nodes, cough, diarrhea, vomiting, loss of appetite, abdominal pain, rashes, feverish",runny nose rash fatigue swollen lymph node cough diarrhea vomiting loss appetite abdominal pain rash feverish,11
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, diarrhea, nausea, bloody stools, stomach cramps, headache, fatigue, dehydration, loss of appetite, muscle aches, feverish, general discomfort",fever abdominal pain cramp diarrhea nausea bloody stool stomach cramp headache fatigue dehydration loss appetite muscle ache feverish general discomfort,13
Shigellosis (Bacillary Dysentery),13,"fever, diarrhea, vomiting, fatigue, loss of appetite, muscle aches, body aches, feverish, rashes",fever diarrhea vomiting fatigue loss appetite muscle ache body ache feverish rash,9
Shigellosis (Bacillary Dysentery),13,"fever, diarrhea, vomiting, bloody stools, muscle aches, rashes, chills, joint pain",fever diarrhea vomiting bloody stool muscle ache rash chill joint pain,8
Roseola,10,"irritability, fatigue, swollen lymph nodes, cough, red eyes, loss of appetite, body aches, rashes, chills",irritability fatigue swollen lymph node cough red eye loss appetite body ache rash chill,9
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, diarrhea, headache, fatigue, muscle aches, feverish, chills, joint pain",fever abdominal pain cramp diarrhea headache fatigue muscle ache feverish chill joint pain,9
Roseola,10,"high fever, irritability, headache, cough, diarrhea, abdominal pain, feverish",high fever irritability headache cough diarrhea abdominal pain feverish,7
Roseola,10,"swollen lymph nodes, sore throat, vomiting, abdominal pain, body aches, rashes, chills, feverish",swollen lymph node sore throat vomiting abdominal pain body ache rash chill feverish,8
Roseola,10,"high fever, runny nose, fatigue, cough, red eyes, loss of appetite, abdominal pain",high fever runny nose fatigue cough red eye loss appetite abdominal pain,7
"Hand, Foot, and Mouth Disease",3,"sores in mouth, loss of appetite, mouth sores, red spots, blisters, fatigue, sore muscles, general discomfort, difficulty swallowing",sore mouth loss appetite mouth sore red spot blister fatigue sore muscle general discomfort difficulty swallowing,9
Norovirus Infection,8,"diarrhea, headache, fatigue, abdominal pain, sweating, body aches",diarrhea headache fatigue abdominal pain sweating body ache,6
Norovirus Infection,8,"diarrhea, vomiting, low-grade fever, muscle aches, headache, chills, sweating, rashes, general discomfort",diarrhea vomiting low-grade fever muscle ache headache chill sweating rash general discomfort,9
"Hand, Foot, and Mouth Disease",3,"fever, sores in mouth, rash on hands and feet, blisters, difficulty swallowing",fever sore mouth rash hand foot blister difficulty swallowing,5
Roseola,10,"high fever, rash, sore throat, headache, abdominal pain, body aches, rashes, chills",high fever rash sore throat headache abdominal pain body ache rash chill,8
Shigellosis (Bacillary Dysentery),13,"abdominal pain or cramps, diarrhea, nausea, bloody stools, headache, fatigue, general discomfort, joint pain",abdominal pain cramp diarrhea nausea bloody stool headache fatigue general discomfort joint pain,8
Roseola,10,"high fever, rash, swollen lymph nodes, cough, diarrhea, abdominal pain, chills",high fever rash swollen lymph node cough diarrhea abdominal pain chill,7
Shigellosis (Bacillary Dysentery),13,"fever, vomiting, dehydration, loss of appetite, rashes, joint pain",fever vomiting dehydration loss appetite rash joint pain,6
Norovirus Infection,8,"diarrhea, stomach cramps, loss of appetite, irritability",diarrhea stomach cramp loss appetite irritability,4
Roseola,10,"rash, sore throat, headache, red eyes, loss of appetite, abdominal pain, body aches, rashes, chills",rash sore throat headache red eye loss appetite abdominal pain body ache rash chill,9
Norovirus Infection,8,"diarrhea, vomiting, headache, abdominal pain, dehydration, sweating, body aches, rashes, general discomfort, fever",diarrhea vomiting headache abdominal pain dehydration sweating body ache rash general discomfort fever,10
Norovirus Infection,8,"vomiting, low-grade fever, muscle aches, nausea, fatigue, abdominal pain, dehydration, body aches, rashes",vomiting low-grade fever muscle ache nausea fatigue abdominal pain dehydration body ache rash,9
Norovirus Infection,8,"vomiting, low-grade fever, headache, fatigue, abdominal pain, dehydration, body aches, general discomfort, fever",vomiting low-grade fever headache fatigue abdominal pain dehydration body ache general discomfort fever,9
Norovirus Infection,8,"low-grade fever, loss of appetite, dehydration, sweating, body aches, rashes, fever, irritability",low-grade fever loss appetite dehydration sweating body ache rash fever irritability,8
Norovirus Infection,8,"vomiting, nausea, headache, dehydration, chills, fever, irritability",vomiting nausea headache dehydration chill fever irritability,7
"Hand, Foot, and Mouth Disease",3,"sores in mouth, rash on hands and feet, mouth sores, blisters, cough, sore muscles, headache, general discomfort, mild fever, difficulty swallowing",sore mouth rash hand foot mouth sore blister cough sore muscle headache general discomfort mild fever difficulty swallowing,10
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, nausea, bloody stools, dehydration, loss of appetite, muscle aches, body aches, feverish, chills",fever abdominal pain cramp nausea bloody stool dehydration loss appetite muscle ache body ache feverish chill,10
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, nausea, vomiting, muscle aches, feverish",fever abdominal pain cramp nausea vomiting muscle ache feverish,6
Shigellosis (Bacillary Dysentery),13,"fever, abdominal pain or cramps, vomiting, stomach cramps, headache, loss of appetite, muscle aches, body aches, feverish, rashes, general discomfort, joint pain",fever abdominal pain cramp vomiting stomach cramp headache loss appetite muscle ache body ache feverish rash general discomfort joint pain,12
Shigellosis (Bacillary Dysentery),13,"fever, nausea, stomach cramps, fatigue, dehydration, muscle aches, chills",fever nausea stomach cramp fatigue dehydration muscle ache chill,7
"Hand, Foot, and Mouth Disease",3,"fever, loss of appetite, sore throat, mouth sores, blisters, sore muscles, headache, mild fever, difficulty swallowing",fever loss appetite sore throat mouth sore blister sore muscle headache mild fever difficulty swallowing,9
Norovirus Infection,8,"diarrhea, stomach cramps, low-grade fever, muscle aches, nausea, fatigue, loss of appetite, dehydration, body aches, rashes, general discomfort, irritability",diarrhea stomach cramp low-grade fever muscle ache nausea fatigue loss appetite dehydration body ache rash general discomfort irritability,12
Shigellosis (Bacillary Dysentery),13,"fever, nausea, vomiting, bloody stools, headache, fatigue, loss of appetite, body aches, general discomfort, joint pain",fever nausea vomiting bloody stool headache fatigue loss appetite body ache general discomfort joint pain,10
Shigellosis (Bacillary Dysentery),13,"nausea, vomiting, stomach cramps, headache, fatigue, dehydration, loss of appetite, muscle aches, rashes",nausea vomiting stomach cramp headache fatigue dehydration loss appetite muscle ache rash,9
Norovirus Infection,8,"stomach cramps, nausea, headache, fatigue, loss of appetite, chills, sweating, rashes, general discomfort, fever",stomach cramp nausea headache fatigue loss appetite chill sweating rash general discomfort fever,10
Norovirus Infection,8,"diarrhea, low-grade fever, nausea, headache, fatigue, loss of appetite, dehydration, chills, sweating, body aches, irritability",diarrhea low-grade fever nausea headache fatigue loss appetite dehydration chill sweating body ache irritability,11
Shigellosis (Bacillary Dysentery),13,"fever, stomach cramps, headache, fatigue, loss of appetite, muscle aches, general discomfort, chills, joint pain",fever stomach cramp headache fatigue loss appetite muscle ache general discomfort chill joint pain,9
Shigellosis (Bacillary Dysentery),13,"abdominal pain or cramps, vomiting, headache, fatigue, dehydration, feverish, rashes, chills, joint pain",abdominal pain cramp vomiting headache fatigue dehydration feverish rash chill joint pain,9
Norovirus Infection,8,"stomach cramps, low-grade fever, nausea, dehydration, chills, sweating, rashes, irritability",stomach cramp low-grade fever nausea dehydration chill sweating rash irritability,8
Shigellosis (Bacillary Dysentery),13,"abdominal pain or cramps, nausea, stomach cramps, headache, dehydration, body aches, feverish, chills, joint pain",abdominal pain cramp nausea stomach cramp headache dehydration body ache feverish chill joint pain,9
"Hand, Foot, and Mouth Disease",3,"sores in mouth, rash on hands and feet, sore throat, mouth sores, red spots, fatigue, headache, general discomfort, mild fever, difficulty swallowing",sore mouth rash hand foot sore throat mouth sore red spot fatigue headache general discomfort mild fever difficulty swallowing,10
Roseola,10,"high fever, rash, sore throat, headache, abdominal pain, rashes, chills",high fever rash sore throat headache abdominal pain rash chill,7
Norovirus Infection,8,"diarrhea, stomach cramps, muscle aches, nausea, fatigue, abdominal pain, loss of appetite, general discomfort, irritability",diarrhea stomach cramp muscle ache nausea fatigue abdominal pain loss appetite general discomfort irritability,9
Roseola,10,"high fever, swollen lymph nodes, sore throat, cough, vomiting, abdominal pain, body aches, chills",high fever swollen lymph node sore throat cough vomiting abdominal pain body ache chill,8
Shigellosis (Bacillary Dysentery),13,"diarrhea, nausea, vomiting, bloody stools, stomach cramps, headache, dehydration, muscle aches, feverish, chills",diarrhea nausea vomiting bloody stool stomach cramp headache dehydration muscle ache feverish chill,10
